conv_id,chain_id,turn_id,speaker,text,reference_type
1,0,16,A,I,P
1,0,16,A,I,P
1,0,16,A,I,P
1,0,16,A,me,P
1,0,17,B,you,P
1,0,18,A,I,P
1,0,18,A,I,P
1,0,18,A,I,P
1,0,19,B,I,P
1,0,19,B,you,P
1,0,19,B,I,P
1,0,19,B,I,P
1,0,19,B,I,P
1,0,19,B,I,P
1,0,19,B,I,P
1,0,19,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,23,B,I,P
1,0,24,B,I,P
1,0,24,B,I,P
1,0,24,B,I,P
1,0,24,B,I,P
1,0,24,B,I,P
1,0,25,B,I,P
1,0,25,B,my,P
1,0,25,B,I,P
1,0,25,B,I,P
1,0,25,B,I,P
1,0,26,A,I,P
1,0,26,A,I,P
1,0,26,A,I,P
1,0,26,A,my,P
1,0,26,A,I,P
1,0,26,A,my,P
1,0,26,A,my,P
1,0,28,B,I,P
1,0,29,B,I,P
1,0,30,B,I,P
1,0,30,B,I,P
1,0,32,B,I,P
1,0,32,B,I,P
1,0,33,B,I,P
1,0,33,B,I,P
1,0,33,B,your,P
1,0,34,A,you,P
1,1,1,B,the state of Alaska,N
1,1,1,B,Alaska,PN
1,1,1,B,Alaska,PN
1,1,10,B,Alaska,PN
1,2,0,A,Puerto Rico,PN
1,2,1,B,Puerto Rico,PN
1,2,1,B,Puerto Rico,PN
1,2,2,A,Puerto Rico,PN
1,2,2,A,they,P
1,2,2,A,Puerto Rico,PN
1,2,2,A,it,P
1,2,4,A,it,P
1,2,4,A,it,P
1,2,4,A,Puerto Rico,PN
1,2,5,B,it,P
1,2,5,B,Puerto Rico,PN
1,2,7,A,it,P
1,2,7,A,the whole new state,N
1,2,8,B,Puerto Rico,PN
1,2,10,B,Puerto Rico,PN
1,2,10,B,they,P
1,2,10,B,their,P
1,2,10,B,them,P
1,2,10,B,they,P
1,2,10,B,they,P
1,2,10,B,their,P
1,2,10,B,they,P
1,2,10,B,they,P
1,2,10,B,them,P
1,2,10,B,they,P
1,2,10,B,their,P
1,2,11,A,they,P
1,2,15,B,Puerto Rico,PN
1,2,15,B,them,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,16,A,they,P
1,2,22,A,they,P
1,3,1,B,a territory the size of Puerto Rico,N
1,3,1,B,it,P
1,3,1,B,it,P
1,4,0,A,I,P
1,4,2,A,you,P
1,4,31,A,I,P
1,4,32,B,I,P
1,5,4,A,a girl from Puerto Rico,N
1,5,4,A,her,P
1,5,4,A,she,P
1,6,2,A,the economy,N
1,6,5,B,the economy,N
1,7,5,B,became,N
1,7,5,B,that,P
1,8,5,B,the U S,N
1,8,6,A,the U S,N
1,8,6,A,the U S,N
1,8,6,A,the U S,N
1,8,15,B,the U S,N
1,8,23,B,America 's,PN
1,9,8,B,be,N
1,9,10,B,that,P
1,10,10,B,their economy,N
1,10,10,B,their economy,N
1,11,10,B,they,P
1,11,10,B,they,P
1,12,10,B,The District of Columbia people,PN
1,12,10,B,their,P
1,12,11,A,they,P
1,12,11,A,their,P
1,12,11,A,they,P
1,13,15,B,the laws in a territory,N
1,13,15,B,they,P
1,14,15,B,each state,N
1,14,15,B,its,P
1,15,4,A,the Spanish,N
1,15,16,A,Spanish,PN
1,15,16,A,it,P
1,15,16,A,Spanish,PN
1,15,22,A,Spanish,PN
1,15,22,A,Spanish as the official language,PN
1,15,26,A,Spanish,PN
1,15,26,A,Spanish,PN
1,16,16,A,such action,N
1,16,16,A,it,P
1,17,17,B,status quo,N
1,17,18,A,that,P
1,18,23,B,one of America 's strengths,N
1,18,23,B,that,P
1,19,25,B,Canada,PN
1,19,25,B,they,P
1,19,25,B,they,P
1,20,25,B,that,P
1,20,25,B,that,P
1,21,25,B,it,P
1,21,25,B,it,P
1,22,4,A,California,PN
1,22,26,A,California,PN
1,22,27,A,California,PN
1,23,26,A,my my brother who was quite a bit younger,N
1,23,26,A,he,P
1,24,30,B,attempts,N
1,24,32,B,that,P
2,0,0,A,I,P
2,0,0,A,I,P
2,0,1,A,you,P
2,0,3,A,I,P
2,0,3,A,I,P
2,0,8,A,I,P
2,0,8,A,I,P
2,0,8,A,I,P
2,0,8,A,I,P
2,0,9,A,I,P
2,0,9,A,I,P
2,0,17,A,I,P
2,0,17,A,I,P
2,0,17,A,I,P
2,0,28,A,I,P
2,0,28,A,I,P
2,0,28,A,I,P
2,0,28,A,I,P
2,0,28,A,I,P
2,0,28,A,I,P
2,0,38,A,I,P
2,0,42,A,I,P
2,0,42,A,I,P
2,0,51,A,I,P
2,0,52,B,I,P
2,0,52,B,I,P
2,0,52,B,I,P
2,0,52,B,I,P
2,0,60,A,I,P
2,0,70,A,I,P
2,0,76,A,I,P
2,0,80,A,I,P
2,0,82,A,I,P
2,0,82,A,I,P
2,0,82,A,I,P
2,0,84,A,I,P
2,0,84,A,I,P
2,0,85,A,I,P
2,0,85,A,I,P
2,0,86,A,I,P
2,0,86,A,I,P
2,0,88,A,I,P
2,0,92,A,I,P
2,0,94,A,I,P
2,0,94,A,I,P
2,1,0,A,Texas,PN
2,1,1,A,the state,N
2,1,48,B,the state of Texas,N
2,2,2,B,we,P
2,2,2,B,we,P
2,2,2,B,our,P
2,2,55,A,we,P
2,2,55,A,we,P
2,2,55,A,we,P
2,2,57,B,we,P
2,3,2,B,capital punishment,N
2,3,3,A,it,P
2,3,4,A,it,P
2,3,13,B,the death penalty,N
2,3,13,B,it,P
2,3,13,B,it,P
2,3,13,B,it,P
2,3,21,B,it,P
2,3,21,B,it,P
2,3,32,A,that,P
2,4,8,A,people that come to the prisons,N
2,4,8,A,they,P
2,4,8,A,they,P
2,4,8,A,they,P
2,5,9,A,that,P
2,5,10,B,That,P
2,5,10,B,it,P
2,6,12,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,13,B,I,P
2,6,21,B,I,P
2,6,21,B,I,P
2,6,21,B,my,P
2,6,21,B,I,P
2,6,21,B,I,P
2,6,25,A,you,P
2,6,26,B,me,P
2,6,27,B,me,P
2,6,28,A,you,P
2,6,28,A,you,P
2,6,29,A,you,P
2,6,32,A,you,P
2,6,33,B,I,P
2,6,34,B,I,P
2,6,36,B,I,P
2,6,36,B,I,P
2,6,37,B,I,P
2,6,37,B,I,P
2,6,37,B,I,P
2,6,37,B,I,P
2,6,48,B,I,P
2,6,54,B,I,P
2,6,54,B,I,P
2,6,54,B,I,P
2,6,54,B,I,P
2,6,55,A,you,P
2,6,56,B,I,P
2,6,57,B,I,P
2,6,58,B,I,P
2,6,59,B,I,P
2,6,64,A,you,P
2,6,65,B,I,P
2,6,65,B,I,P
2,6,81,B,I,P
2,6,81,B,I,P
2,6,81,B,I,P
2,6,81,B,I,P
2,6,90,B,I,P
2,6,92,A,you,P
2,6,97,A,you,P
2,6,98,B,you,P
2,6,98,B,you,P
2,6,99,A,you,P
2,7,14,A,it,P
2,7,15,B,it,P
2,8,20,B,It,P
2,8,20,B,It,P
2,9,25,A,it,P
2,9,26,B,It,P
2,9,27,B,It,P
2,9,28,A,it,P
2,10,31,B,it,P
2,10,31,B,it,P
2,11,34,B,the U S,N
2,11,35,A,That,P
2,11,36,B,they,P
2,12,36,B,only like six or eight countries in the world that have capital punishment still,N
2,12,37,B,them,P
2,12,37,B,they,P
2,13,37,B,capital punishment,N
2,13,38,A,that,P
2,14,40,B,a lot of them,N
2,14,40,B,their,P
2,15,42,A,they,P
2,15,42,A,they,P
2,16,44,B,is,N
2,16,44,B,that,P
2,17,47,A,lethal injection,N
2,17,48,B,That,P
2,17,48,B,that,P
2,17,48,B,that,P
2,17,51,A,it,P
2,17,51,A,it,P
2,17,52,B,it,P
2,17,52,B,the lethal injection,N
2,18,48,B,death by electrocution,N
2,18,50,B,it,P
2,19,54,B,It,P
2,19,54,B,it,P
2,19,54,B,It,P
2,20,54,B,capital punishment,N
2,20,55,A,it,P
2,20,55,A,it,P
2,21,56,B,it,P
2,21,58,B,This,P
2,21,59,B,it,P
2,22,17,A,we,P
2,22,70,A,we,P
2,22,70,A,our,P
2,22,72,B,we,P
2,22,73,A,we,P
2,23,73,A,the poor people that have suffered that way,N
2,23,75,A,they,P
2,23,76,A,they,P
2,23,77,A,they,P
2,24,76,A,people who have committed crimes,N
2,24,76,A,they,P
2,24,76,A,they,P
2,24,76,A,they,P
2,25,76,A,the same thing,N
2,25,77,A,it,P
2,26,82,A,we,P
2,26,82,A,we,P
2,27,80,A,the jury that sentenced someone,N
2,27,85,A,the jury,N
2,28,88,A,hear,N
2,28,91,A,That,P
2,29,92,A,this,P
2,29,93,B,it,P
2,29,93,B,it,P
2,29,94,A,it,P
2,30,95,A,we,P
2,30,95,A,we,P
3,0,0,A,you,P
3,0,1,B,you,P
3,0,2,A,you,P
3,0,3,B,I,P
3,0,3,B,I,P
3,0,3,B,I,P
3,0,3,B,I,P
3,0,3,B,I,P
3,0,5,B,I,P
3,0,5,B,I,P
3,0,5,B,I,P
3,0,9,B,my,P
3,0,9,B,I,P
3,0,9,B,I,P
3,0,16,B,I,P
3,0,16,B,I,P
3,0,16,B,I,P
3,0,19,B,I,P
3,0,21,B,I,P
3,0,31,B,I,P
3,0,36,B,I,P
3,0,36,B,I,P
3,0,39,B,I,P
3,0,40,A,you,P
3,0,42,A,you,P
3,0,46,B,I,P
3,0,48,B,I,P
3,0,48,B,I,P
3,0,49,B,I,P
3,0,49,B,me,P
3,0,49,B,I,P
3,0,52,B,I,P
3,0,52,B,I,P
3,0,53,B,I,P
3,0,57,B,I,P
3,0,58,B,I,P
3,0,58,B,I,P
3,0,63,B,I,P
3,0,64,B,I,P
3,0,64,B,I,P
3,0,64,B,I,P
3,0,65,B,I,P
3,0,65,B,my,P
3,0,66,B,my,P
3,0,66,B,my,P
3,0,66,B,I,P
3,0,66,B,I,P
3,0,67,A,you,P
3,0,67,A,your,P
3,0,69,A,your,P
3,0,70,B,I,P
3,0,70,B,me,P
3,0,70,B,I,P
3,0,70,B,my,P
3,0,71,B,my,P
3,0,71,B,I,P
3,0,77,A,you,P
3,0,77,A,you,P
3,0,77,A,I,P
3,0,77,A,your,P
3,0,78,B,my,P
3,0,78,B,my,P
3,0,78,B,my,P
3,0,78,B,I,P
3,0,78,B,my,P
3,0,80,B,I,P
3,0,80,B,I,P
3,0,80,B,my,P
3,0,80,B,my,P
3,0,80,B,I,P
3,0,80,B,I,P
3,0,80,B,I,P
3,0,80,B,my,P
3,0,80,B,me,P
3,0,80,B,I,P
3,0,80,B,I,P
3,0,81,B,I,P
3,0,82,B,me,P
3,0,82,B,I,P
3,0,82,B,I,P
3,0,82,B,my,P
3,0,82,B,I,P
3,0,82,B,I,P
3,0,82,B,I,P
3,0,82,B,I,P
3,0,82,B,I,P
3,0,83,B,me,P
3,0,83,B,I,P
3,1,1,B,I,P
3,1,2,A,I,P
3,1,8,A,I,P
3,1,10,B,I,P
3,1,13,A,I,P
3,1,13,A,I,P
3,1,13,A,your,P
3,1,13,A,you,P
3,1,13,A,mine,N
3,1,13,A,I,P
3,1,13,A,I,P
3,1,13,A,my,P
3,1,13,A,my,P
3,1,14,A,I,P
3,1,14,A,I,P
3,1,14,A,I,P
3,1,18,A,I,P
3,1,25,A,I,P
3,1,26,A,I,P
3,1,26,A,I,P
3,1,31,B,you,P
3,1,36,B,I,P
3,1,42,A,I,P
3,1,52,B,I,P
3,1,72,A,I,P
3,2,3,B,retire,N
3,2,4,A,that,P
3,3,4,A,We,P
3,3,4,A,We,P
3,3,4,A,our,P
3,3,9,B,we,P
3,3,9,B,my wife and I,N
3,3,9,B,our,P
3,3,16,B,we,P
3,3,17,A,we,P
3,3,17,A,we,P
3,3,20,A,we,P
3,3,20,A,you,P
3,3,23,B,we,P
3,3,72,A,we,P
3,3,74,B,We,P
3,3,76,B,we,P
3,3,76,B,we,P
3,3,77,A,we,P
3,4,6,A,that one,N
3,4,7,B,that,P
3,4,8,A,that one,N
3,5,10,B,they,P
3,5,10,B,they,P
3,6,10,B,it,P
3,6,11,A,it,P
3,7,10,B,the health insurance,N
3,7,13,A,health insurance,N
3,7,13,A,It,P
3,8,13,A,you,P
3,8,13,A,you,P
3,9,13,A,Dallas,PN
3,9,13,A,they,P
3,10,13,A,It,P
3,10,14,A,it,P
3,10,14,A,it,P
3,11,14,A,that,P
3,11,15,A,it,P
3,11,16,B,that,P
3,11,16,B,it,P
3,12,15,A,women,N
3,12,15,A,they,P
3,12,15,A,their,P
3,12,15,A,They,P
3,13,15,A,their kids,N
3,13,15,A,them,P
3,14,17,A,a lump sum,N
3,14,17,A,that amount,N
3,14,17,A,that amount of money,N
3,14,17,A,that money,N
3,15,17,A,insurance,N
3,15,17,A,insurance what you predict your going to be paying for insurance,N
3,15,17,A,insurance,N
3,15,22,A,insurance,N
3,16,17,A,you,P
3,16,17,A,you,P
3,17,18,A,that part,N
3,17,18,A,that option,N
3,17,19,B,that,P
3,18,18,A,you,P
3,18,18,A,you,P
3,19,20,A,that cafeteria plan,N
3,19,20,A,that,P
3,19,21,B,it,P
3,19,22,A,it,P
3,19,22,A,It,P
3,19,23,B,that,P
3,19,25,A,it,P
3,19,27,B,it,P
3,19,27,B,it,P
3,19,29,B,it,P
3,20,25,A,the cafeteria plan,N
3,20,27,B,it,P
3,21,27,B,the first guy who did it,N
3,21,29,B,He,P
3,21,29,B,he,P
3,22,30,A,'s,N
3,22,30,A,we,P
3,22,31,B,we,P
3,22,33,B,We,P
3,23,33,B,the company,N
3,23,36,B,the company,N
3,23,36,B,the company,N
3,23,37,B,the company,N
3,23,37,B,the company,N
3,24,37,B,somebody in a position to affect the way the company performs just about anybody in the company,N
3,24,37,B,they,P
3,24,37,B,their,P
3,24,37,B,they,P
3,24,37,B,their,P
3,24,37,B,them,P
3,24,37,B,them,P
3,25,37,B,their job,N
3,25,37,B,their job,N
3,26,37,B,we,P
3,26,37,B,we,P
3,27,37,B,boot,N
3,27,38,A,that,P
3,27,38,A,it,P
3,28,39,B,school teachers,N
3,28,39,B,they,P
3,29,45,A,a teacher,N
3,29,45,A,they,P
3,30,45,A,get,N
3,30,47,A,It,P
3,31,48,B,get,N
3,31,49,B,that,P
3,32,58,B,someone that teaches say shop for instance,N
3,32,59,A,they,P
3,32,60,A,they,P
3,32,62,A,they,P
3,33,63,B,kids twenty years old right now that could beat any computer professor at micro computer applications I know we could,N
3,33,63,B,these people,N
3,33,63,B,they,P
3,33,63,B,them,P
3,34,64,B,college,N
3,34,64,B,it,P
3,35,75,A,that,P
3,35,76,B,that,P
3,35,77,A,it,P
3,36,77,A,your boss,N
3,36,77,A,your boss,N
3,36,80,B,my boss,N
3,36,80,B,he,P
3,36,80,B,he,P
3,36,82,B,my boss,N
3,36,82,B,he,P
3,37,78,B,my supervisor,N
3,37,79,A,him,P
3,37,80,B,him,P
3,38,80,B,something,N
3,38,80,B,it,P
3,39,81,B,a guy who 's got eight or nine or ten people working for him in separate areas,N
3,39,81,B,him,P
3,40,83,B,a lot of people especially in major corporations who are n't doing a damn thing,N
3,40,83,B,They,P
3,40,83,B,they,P
3,40,83,B,they,P
3,40,83,B,they,P
3,40,83,B,their,P
3,41,83,B,Ed Swampers,PN
3,41,83,B,Swampers,PN
3,41,83,B,He,P
3,41,83,B,he,P
4,0,0,B,the curried chicken,N
4,0,0,B,the chicken,N
4,0,1,B,it,P
4,0,1,B,it,P
4,0,1,B,it,P
4,0,1,B,the chicken you fried,N
4,0,1,B,it,P
4,0,2,B,that,P
4,0,2,B,all of the chicken,N
4,1,1,B,the oil,N
4,1,2,B,the all of the oil,N
4,1,2,B,the oil,N
4,1,2,B,the oil,N
4,2,2,B,the pan,N
4,2,2,B,it,P
4,3,3,B,the gravy,N
4,3,3,B,it,P
4,3,3,B,it,P
4,4,0,B,I,P
4,4,3,B,I,P
4,4,10,A,you,P
4,4,11,B,I,P
4,4,12,A,I,P
4,4,12,A,I,P
4,4,12,A,I,P
4,4,12,A,I,P
4,4,12,A,I,P
4,4,12,A,I,P
4,4,13,A,I,P
4,4,13,A,I,P
4,4,13,A,my,P
4,4,15,B,you,P
4,4,17,B,I,P
4,4,18,A,I,P
4,4,20,A,you,P
4,4,25,B,I,P
4,4,27,B,I,P
4,4,27,B,My,P
4,4,29,B,I,P
4,4,30,A,I,P
4,4,30,A,My,P
4,4,30,A,my,P
4,4,30,A,I,P
4,4,30,A,I,P
4,4,33,B,my,P
4,4,45,A,you,P
4,4,52,B,I,P
4,4,63,B,I,P
4,4,63,B,I,P
4,4,63,B,I,P
4,4,64,B,I,P
4,4,68,B,I,P
4,4,70,B,my,P
4,4,71,A,you,P
4,4,77,B,you,P
4,4,77,B,you,P
4,4,82,A,I,P
4,4,82,A,you,P
4,4,83,B,you,P
4,5,3,B,Jamaican curry powder,PN
4,5,4,B,that,P
4,5,4,B,it,P
4,5,5,A,That,P
4,5,6,B,it,P
4,6,7,A,I,P
4,6,10,A,I,P
4,6,20,A,I,P
4,6,21,A,I,P
4,6,21,A,I,P
4,6,35,A,my,P
4,6,40,A,I,P
4,6,40,A,I,P
4,6,40,A,I,P
4,6,46,A,my,P
4,6,46,A,I,P
4,6,49,A,I,P
4,6,54,A,I,P
4,6,55,A,I,P
4,6,56,A,I,P
4,6,61,A,I,P
4,6,67,A,I,P
4,6,72,A,I,P
4,6,73,A,I,P
4,6,73,A,I,P
4,6,73,A,I,P
4,6,73,A,I,P
4,6,73,A,my,P
4,6,73,A,my,P
4,6,75,A,I,P
4,6,78,A,you,P
4,6,78,A,your,P
4,6,78,A,you,P
4,6,79,A,I,P
4,6,79,A,I,P
4,6,79,A,I,P
4,6,79,A,I,P
4,6,79,A,I,P
4,7,11,B,it,P
4,7,11,B,it,P
4,8,13,A,Tom,PN
4,8,13,A,you,P
4,9,13,A,we even we,N
4,9,13,A,we,P
4,9,14,A,we,P
4,9,18,A,we,P
4,9,18,A,we,P
4,9,20,A,we,P
4,9,20,A,we,P
4,9,20,A,we,P
4,9,21,A,we,P
4,9,21,A,We,P
4,9,24,A,we,P
4,9,30,A,we,P
4,9,37,B,we,P
4,9,46,A,we,P
4,9,46,A,we,P
4,9,46,A,we,P
4,9,47,A,we,P
4,9,50,A,we,P
4,9,50,A,we,P
4,9,51,A,we,P
4,9,51,A,We,P
4,9,65,A,we,P
4,9,65,A,our,P
4,9,67,A,we,P
4,9,68,B,we,P
4,10,16,A,It,P
4,10,16,A,it,P
4,10,16,A,it,P
4,10,16,A,it,P
4,10,16,A,it,P
4,11,20,A,the the vegetables I 've used,N
4,11,20,A,them,P
4,12,13,A,my wife,N
4,12,21,A,she,P
4,12,28,B,she,P
4,13,27,B,My mother,PN
4,13,27,B,she,P
4,13,33,B,my mother,N
4,13,33,B,she,P
4,13,34,A,she,P
4,14,30,A,Pittsburgh,PN
4,14,30,A,Pittsburgh,PN
4,14,31,A,Pittsburgh,PN
4,15,31,A,red meat,N
4,15,32,A,Red meat,PN
4,16,33,B,We,P
4,16,33,B,we,P
4,16,33,B,we,P
4,17,41,B,the head,N
4,17,41,B,the head,N
4,18,41,B,a tin tub,N
4,18,42,B,the tub,N
4,19,42,B,the chicken,N
4,19,42,B,it,P
4,20,54,A,Indian sweets,PN
4,20,54,A,they,P
4,20,60,A,them,P
4,20,61,A,they,P
4,21,55,A,that,P
4,21,56,A,This,P
4,21,56,A,it,P
4,21,56,A,it,P
4,22,57,A,everything,N
4,22,57,A,everything,N
4,22,57,A,Everything,PN
4,22,57,A,it,P
4,23,54,A,she,P
4,23,61,A,her,P
4,24,61,A,her desserts,N
4,24,61,A,they,P
4,25,69,A,they,P
4,25,69,A,they,P
4,26,69,A,you,P
4,26,69,A,your,P
4,27,71,A,it,P
4,27,71,A,it,P
4,27,71,A,it,P
4,28,69,A,your conversation,N
4,28,71,A,your conversation,N
4,28,71,A,it,P
4,29,73,A,he,P
4,29,73,A,his,P
4,30,73,A,my neighbors car,N
4,30,73,A,his car,N
4,31,73,A,my neighbors,N
4,31,74,A,the neighbor,N
4,32,74,A,an alarm on a car,N
4,32,74,A,it,P
4,33,79,A,somebody that I got them on during the day,N
4,33,79,A,It,P
4,34,79,A,a housewife,N
4,34,79,A,she,P
4,34,80,A,she,P
4,35,79,A,two kids,N
4,35,80,A,the kids,N
4,35,80,A,they,P
4,35,80,A,they,P
5,0,0,A,I,P
5,0,0,A,I,P
5,0,1,A,I,P
5,0,1,A,I,P
5,0,1,A,I,P
5,0,2,A,I,P
5,0,2,A,I,P
5,0,2,A,I,P
5,0,2,A,I,P
5,0,3,A,I,P
5,0,3,A,I,P
5,0,6,A,I,P
5,0,6,A,I,P
5,0,6,A,I,P
5,0,8,A,I,P
5,0,10,A,me,P
5,0,10,A,I,P
